etymon,root_language,german_meaning (LIV),cognate_sets,reflexes,meanings of reflexes,number of distinct meanings
*gʷerh₃-,Proto-Indo-European,,1851 | 9650,gérti | dzert | dzert | grika | glon,drink | drink | drink | mouth | mouth,2
khúra-,Sanskrit,,1809 | 7597,khur | khɔr | khur | khur | khur,leg | foot | foot | foot | foot,2
*koi̯lo-,Proto-Celtic,,1726 | 6737,cul | cul,narrow | narrow,1
*meh₁-,Proto-Indo-European,,1686 | 1722,mór | mòr | mór | mooar | mor | maur | meur | mawr | mawr,big | big | big | big | big | big | big | big | big,1
fota,Old Irish,,1720 | 2256,fada | fada | fota | foddey | fada | fada | fota | foddey,long | long | long | long | far | far | far | far,2
*selg̑-,Proto-Indo-European,,1716 | 9537,"sealg | seilg | shelg | hela | hela | helcha, helghati | helghya | helfia | suṭṭṇā",hunt | hunt | hunt | hunt | hunt | hunt | hunt | hunt | throw,2
*leh₁t-,Proto-Indo-European,,1694 | 1936,lá | là | lae | laa | lěto | lěto | leto | lěto | ľotü | leto | leitu,day | day | day | day | year | year | year | year | year | year | year,2
*konh₂m-,Proto-Indo-European,,1688 | 7184,cnámh | cnàmh | cnáim | craue | Ham,bone | bone | bone | bone | thigh,2
ṭaṅka- ~ ṭaṅga-,Sanskrit,,1667 | 4558,ṭām̐ga | ṭāng | ṭhehun | thehunā,leg | leg | knee | knee,2
*ṭheṅga-,Indic,,1667 | 4558,ṭām̐ga | ṭāng | ṭhehun | thehunā,leg | leg | knee | knee,2
*bekko-,Proto-Celtic,,1059 | 2147,"becc | beg | bican | bichan | beag | bihan, bichan, bigan, byhan, bian | beag | bihan | bihan | bach | bach | byhan, byan",small | small | small | small | small | small | small | small | small | small | small | small,1
*gʷi̯eh₃-,Proto-Indo-European,,2144 | 8681,byta | bwyta,eat | eat,1
*su̯enh₂-,Proto-Indo-European,,2108 | 4735,seinn | x̌an- | hvāñäte | xoēndo,sing | say | say | say,2
*kelϸa-,Proto-Germanic,,2040 | 2223,,,0
*dʰei̯H-,Proto-Indo-European,,2012 | 4654,daiyä | diδāiti | dhī-,see | see | think,2
*tau̯k-,Proto-Indo-Iranic,,1990 | 2013,toxm | taxm | tqheem | toxm | taoxman | tōhm | tōxm | ttīma | taxm | toxmano | toxmē | tim | tox | tom | toχm | tum | tom,egg | egg | egg | seed | seed | seed | seed | seed | seed | seed | seed | seed | seed | seed | seed | seed | seed,2
*xai̯z-,Proto-Iranic,,1968 | 2851,raxiz | raxes | qheyz,right | right | right,1
(درست),(Persian),,1968 | 2851,raxiz | raxes | qheyz,right | right | right,1
?*(H)u̯ed-,Proto-Indo-European,,854 | 5530,ventre | venter | matta | bentre | vinte | udáram | weders | uenter | vēders | udara- | dur | udaro | ūri | dára | vādars | ventre | ventre | vëtro | vientre | vi̯antro | ventre | war | uδira | dewr | ′ül | wästarye,belly | belly | belly | belly | belly | belly | belly | belly | belly | belly | belly | belly | belly | belly | belly | belly | belly | belly | belly | belly | belly | belly | belly | belly | belly | liver,2
*(H)u̯ed-,Proto-Indo-European,,854 | 5530,ventre | venter | matta | bentre | vinte | udáram | weders | uenter | vēders | udara- | dur | udaro | ūri | dára | vādars | ventre | ventre | vëtro | vientre | vi̯antro | ventre | war | uδira | dewr | ′ül | wästarye,belly | belly | belly | belly | belly | belly | belly | belly | belly | belly | belly | belly | belly | belly | belly | belly | belly | belly | belly | belly | belly | belly | belly | belly | belly | liver,2
*(s)ken(H)-,Proto-Indo-European,,850 | 6166,cendra | cenere | cender | cinza | ceniza | cinde | cinis | cinise | hi | hĩ | cenușă | cennere | cinisu | chisgína | cendre | cendre | ceniça | findré | cendre | cendres | čănușă | hi | cendra | cinza | scéndra | skónī | kónis | kónis* | kourrathtó,ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | dust | dust | dust | dust,2
?*moṭṭa-,Indic,,836 | 2507,moṭā | moṭā | moṭ | moṭ | moṭā | moṭ | moṭā | moṭā,thick | thick | thick | thick | thick | thick | thick | thick,1
*choṭṭa-,Indic,,823 | 1676,choṭa | choṭā | choṭā | choṭā | choṭ | choṭ | choṭ | cʰoṭā | choṭā | tshoṭ | choṭo | choṭ | choṭā | choṭā | choṭā | cʰoṭā,small | small | small | small | small | small | small | small | short | short | short | short | short | short | short | short,2
*nad-,Proto-Indo-Iranic,,808 | 6514,nadī́ḥ | nadī | nän | nandii | nân′i | nadī | nadī | nadī | nadī | nadī | nôdī,river | river | river | river | river | river | river | river | river | river | river,1
[nadī-],[Sanskrit],,808 | 6514,nadī́ḥ | nadī | nän | nandii | nân′i | nadī | nadī | nadī | nadī | nadī | nôdī,river | river | river | river | river | river | river | river | river | river | river,1
*lembH-,Proto-Indo-European,,793 | 2836,lambā | lāmba | lāmo | lambā | laṁbā | lammā | lambā | lambā | laⁿmā | lamon,long | long | long | long | long | long | long | long | long | pull,2
mattea,Latin,,2301 | 8107,ammazzare | masàa | mazza,kill | kill | stick,2
*mattea,Latin,,2301 | 8107,ammazzare | masàa | mazza,kill | kill | stick,2
tendere,Latin,,2296 | 8096,intendere | inténnere | entendre | ëtëdré,hear | hear | hear | hear,1
*ml̥h₃dʰ-,Proto-Indo-European,,2293 | 9963,kamalä | mūr,head | head,1
*swimman-,Proto-Germanic,,316 | 2269,svømme | zwemmen | swim | svimja | zwemmen | swimme | schwimmen | synda | svømme | simma | schwammen | simma | simma | schwümme | suuimman | swimmen | swimman | swemmen | svima | symje,swim | swim | swim | swim | swim | swim | swim | swim | swim | swim | swim | swim | swim | swim | swim | swim | swim | swim | swim | swim,1
*maitan-,Proto-Germanic,,2225 | 5281,ant | Ameise | eamelder | Ameise | āmeiza | âmeize | ǣmette,ant | ant | ant | ant | ant | ant | ant,1
*(s)ker-,Proto-Indo-European,,1139 | 2201,črěvo | čerevo,belly | belly,1
*dʰegʷʰ-,Proto-Indo-European,,368 | 2179,digjem | dazon | dègti | degt | tsäknäṣtär | tsakṣtär | dah- | digjem | dahati | degt | daáǰa | dævenavā | djeg | däǰūg | téphra | téphra,burn | burn | burn | burn | burn | burn | burn | burn | burn | burn | burn | burn | burn | burn | ash | ash,2
*sph₂en-,Proto-Indo-European,,2169 | 7271,cynffon | cynffon | ffon | ffon | fonn,tail | tail | stick | stick | stick,2
*lisius,Latin,,532 | 736,llis | lisse | liso | lisu | liso | lisse | liscio | slis | liscio | lisu | glyisso | liso | lis | llis | liso | lìs,smooth | smooth | smooth | smooth | smooth | smooth | smooth | smooth | smooth | smooth | smooth | smooth | smooth | smooth | smooth | smooth,1
*per-u̯n̥-,Proto-Indo-European,,720 | 6862,pabbata | peru- / perun-,mountain | stone,2
"*pér-u̯r, *pér-u̯n̥-",Proto-Indo-European,,720 | 6862,pabbata | peru- / perun-,mountain | stone,2
phulla-,Sanskrit,,704 | 7343,phul | phūla | phūla | phūla | phūl | phūl | phūl | phūl | phuṇ | pʰull | phul | phula,flower | flower | flower | flower | flower | flower | flower | flower | flower | flower | flower | egg,2
*meld-,Proto-Indo-European,,695 | 8431,māṭi | māṭi | māṭi | miṭṭī | mits,earth | earth | earth | earth | dust,2
*steh₂-,Proto-Indo-European,,686 | 6354,piṭh | pāṭha | piṭhyū | pošt | pīṭh | paršti | pīṭh | pīṭh | piṭṭhi | palśti | pušt | pušt | pīṭhi | pɨšt | piṭa | pīṭha | pöšt | pǝrč | pešt | pošt | pošt | pıšt | piṭṭʰ | piṣṭi | pǝška | pēšt | paštī | piṭhi | pr̥ṣṭhám | pṭ′i | pṭ′i | pṭ′i | psṭ′i | pšt,back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back,1
"*pršthi-, *pršthá-",Proto-Indo-Iranic,,686 | 6354,piṭh | pāṭha | piṭhyū | pošt | pīṭh | paršti | pīṭh | pīṭh | piṭṭhi | palśti | pušt | pušt | pīṭhi | pɨšt | piṭa | pīṭha | pöšt | pǝrč | pešt | pošt | pošt | pıšt | piṭṭʰ | piṣṭi | pǝška | pēšt | paštī | piṭhi | pr̥ṣṭhám | pṭ′i | pṭ′i | pṭ′i | psṭ′i | pšt,back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back | back,1
*gʷen-,Proto-Indo-European,,668 | 671,"kin | kin | žena | žančyna | žena | kvinde | kona, kvinna | gynaíka | kona | bean | žeńska | žona | žena | zan | ženŝina | žena | žena | žena | kvinna | žìnka | genno | žena | gǣni | žɨnɨk | gynḗ | ben | jaini | kin | *kuu̯an- | u̯āna- | kvinne | bnanom | ben | ban- | kona | kwinnfuok | boireannach | ku-na-* | gynḗ | zenă | zan | žan | kᵤli | klyiye | genaíka | (g)ynaíka | gynaíka | naíka | zayn | dynes | żona | žena | žena | ẓank- | žoná | žèna | žèna | žena | ṡhena | benyn | bennen | zino | zine | zen | zen | ǰenēnzāg | žın | zeyniye | zan, zenā | jan | žın | žanī | kona | qino | kvinne | žɨn",woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman | woman,1
*⁽k̑⁾an-,Proto-Indo-European,,565 | 6750,"chanter | can | cantare | cianté | cantar | cantare | kantare | cantar | tchanter | canere | cjantâ | canaid | kanetu | canaff | a cânta | cantà | chanter | chanter | shantâ | cantar | cantar | kanã, kan- | canu | canu | canam | cantar | cantar | căntári | kantúr | cana | kana | cantar | cantàa | can",sing | sing | sing | sing | sing | sing | sing | sing | sing | sing | sing | sing | sing | sing | sing | sing | sing | sing | sing | sing | sing | sing | sing | sing | sing | sing | sing | sing | sing | sing | sing | sing | sing | say,2
*h₂ost-,Proto-Indo-European,,519 | 2791,"oskor | oskor | os | os | osso | os | ostoxwān | osso | ossu | ossu | hueso | ayč, ayšč | ohê | ḫaštāi / ḫašti- | ostéon | ásthi | os | āy, āyo | āy | hestik | vues | stæg | æstæg | oskr | ḫāš- | aṭṭhi | ascorn | āstai | ostéon | ast | astag | stéo | siták | stoú(d)i | ostoúði(n) | os | uosso | os | os | ôh | (h)uesso | askorn | askorn | asgwrn | ast | ascwrn | asht | osġonj | staki | hestāġun | estexun | asseɣun | ǝsqān | os | os | astik | ash | os | sıxān | ostoxun | vu̯as | istqhun | ascorn | asgarn, askern | osso | aṭu | òs | suqān | hām̐ṭu | āṭhu",bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | bone | knee | knee,2
*u̯et-,Proto-Indo-European,,515 | 913,vjet(ë) | u̯itt- | étos | bachar | saṃvatsaráḥ | vit | (saŋ)vacchara | we-to | ušša/i- | étos | avurudda | vjetë | bôsôr | vusć′u | s′a | s′a | s′a | vell | vieux | vecchio | vedl | velho | bezzu | bécciu | viejo | vî | vecs | uetus | vieri | vacs | vechi | viecchio | vieil | viel | viejo | vÿoou | wǝčnē | vielh | vécľu | vell | vetrúṅ | wǝdnik | velho | vèc,year | year | year | year | year | year | year | year | year | year | year | year | year | year | year | year | year | old | old | old | old | old | old | old | old | old | old | old | old | old | old | old | old | old | old | old | old | old | old | old | old | old | old | old,2
?*pneu̯-,Proto-Indo-European,,1460 | 2568,anapnéō | pnéō | pnéō,breathe | breathe | breathe,1
*pneu̯-,Proto-Indo-European,,1460 | 2568,anapnéō | pnéō | pnéō,breathe | breathe | breathe,1
*u̯í-,Proto-Indo-European,,1364 | 2545,,,0
*perh₂-,Proto-Indo-European,,2538 | 2826,proon | purāno | purānā | purān | purono | purānā | purān | puróoṇu | purāṇā | paraanu | prôuṛhô,old | old | old | old | old | old | old | old | old | old | old,1
*g̑enu-,Proto-Indo-European,,2456 | 3058,"gēnu | genu | góny | jā́nu | glùn | ginocchio | genou | glúin | knæ | knä | Knéi | knee | knie | Knie | kanweṃ | keni | gjũ | cownk | genoll | glún | žnu | cownr | gju | zenoli | glioon | kni | gónato | knæ | kné, hné | knä | kne | jānu | glin | ysānū | góny | išnūg | zānūg | gónaton | zɵ̄nk | gónato(n) | cownk | gónato | gónato | knie | genoil | genuil | genunchiu | renucchio | joelho | gngno | jenedl | jenucu | benúiu | glin | glin, dëwlin | pen-glin | zhno | glin | daṇahisa | knibbel | zaggo | Chnöi | zonem | zānuk | zānu | zān | ažno | ginoulh | gluri | zānūk | genoll | zangoon | zangołī | zạnü | finojo | zănúcľu | denakle | knio | zun | knī | knie | cnēo | knio | cnie | kné | kniu | glyn | pedn glîn | kne | joelho | ginöc | ź′õ | z′õ | z′ũ | wɨžɨn",knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee | knee,1
*u̯elH-,Proto-Indo-European,,2448 | 2982,apaļš | apvalùs | opols | val,round | round | round | stick,2
*k̑ei̯-u̯o-,Proto-Indo-European,,2430 | 2431,sieviete | sīvīte,woman | woman,1
*dem-,Proto-Indo-European,,2419 | 5141,dona | donna | dòna | domus | domŭ | dom | dom | dom | dům | dom | dìm | dom | dom | town | town | town | (d)ommo | domo | nãmas | nmāna | dom | dóm | domŭ | māɫ | māḷ | māḷ,woman | woman | woman | house | house | house | house | house | house | house | house | house | house | house | house | house | house | house | house | house | house | house | house | house | house | house,2
*kweϸan-,Proto-Germanic,,2405 | 4200,qiþan | kweðå,say | sing,2
*antʰrōkʷo-,Proto-Greek,,2373 | 5819,áthrōpos | á(th)rōpos,man | man,1
*antʰrōkʷo-,Proto-Greek,,2373 | 5819,áthrōpos | á(th)rōpos,man | man,1
*u̯r̥ćšá-,Proto-Indo-Iranic,,2368 | 4726,rūkha | rukkha | rukkʰ | varəšajī,tree | tree | tree | root,2
*u̯an-,Proto-Indo-Iranic,,2360 | 3135,vanā | baṃhyä | vána- | wana | wona | wanka | bana | wan | ban | ban | vánam | vana,tree | tree | tree | tree | tree | tree | forest | forest | forest | forest | forest | forest,2
*(s)teu̯d-,Proto-Indo-European,,2842 | 2847,shtyj | shtŷj,push | push,1
*u̯ei̯k̑-,Proto-Indo-European,,2822 | 5022,vicino | vicino | vizínu | vesìn | bäsa | oikía | oĩkos | wo-i-ko-de | we | viϑ | ges,near | near | near | near | house | house | house | house | house | house | house,2
*tó-,Proto-Indo-European,,2689 | 2820,tuvu | tyvai,near | near,1
*tou(H),Proto-Balto-Slavic,,2689 | 2820,tuvu | tyvai,near | near,1
*kʷo-,Proto-Indo-European,,161 | 2750,,,0
*merg̑⁽ʰ⁾-,Proto-Indo-European,,403 | 2743,mërdhif | zamr″zvam | zamârzac′ | mrznout | marznuś | mjerznyć | mrzne | zamarzać | zamerzat' | smrznuti | mrznúť | zamrzniti | zamerzati | (po-/sŭ-)mrŭznǫti | marznĕ | miarznąc | zmarznąć | zamrznúti | zamerznuti | zamerzátɪ | mr̥̀znam | mr̥̀zn′a | zamrzniti | ṡmarṡniti | mraz,freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | ice,2
[puruṣa-],[Sanskrit],,2324 | 2725,puruṣa | puruṣa,man | man,1
*poti-,Proto-Indo-European,,2724 | 3103,,,0
*ṭakk-,Indic,,2703 | 4555,ṭakarānā | ṭakrānā,hit | hit,1
*h₂eu̯-,Proto-Indo-European,,2436 | 2694,,,0
battuere,Latin,,2638 | 2710,barallar-se | cumbattere | se battre | si bate | combattere | s'batré | a se bate | batre | barallar-se | bátiri | bater | batré | bate | bater,fight | fight | fight | fight | fight | fight | fight | fight | fight | fight | hit | hit | hit | hit,2
*k̑eh₃(i̯)-,Proto-Indo-European,,640 | 3740,sur | sur | sowr | ći′o | ći′o | ći′o | ćaṭaka | sing | sine | sine | seng | sīna | sīnıg | sinạ,sharp | sharp | sharp | sharp | sharp | sharp | sharp | chest | chest | chest | chest | chest | chest | chest,2
*per-,Proto-Indo-European,,600 | 628,zarnel | hrel | hrel,hit | push | push,2
?*u̯e-k⁽ʷ⁾sp-ero-,Proto-Indo-European,,619 | 5163,"gišer | gišer | gišer | v′èčer | v′èčer | ceră | wczora | vĭčera | wczoraj | cora | wčera | včeraj | včera | včera | včora, učora | učora | včera | včera | včera | jučer | vakar | vakar | vãkar | wczora | včera | včerašnii | u̯čóra | uxčàr′ḁ | fčàra | včeraj | v'zherai",night | night | night | night | night | yesterday | yesterday | yesterday | yesterday | yesterday | yesterday | yesterday | yesterday | yesterday | yesterday | yesterday | yesterday | yesterday | yesterday | yesterday | yesterday | yesterday | yesterday | yesterday | yesterday | yesterday | yesterday | yesterday | yesterday | yesterday | yesterday,2
*k̑ers-,Proto-Indo-European,,592 | 605,saṙil | saṙčʿel | saṙčʿim | saṙ | saṙowycʿ | saṙn,freeze | freeze | freeze | ice | ice | ice,2
pʿor,Armenian: Classical,,583 | 3344,pʿorel | pʿorel | pʿorem | pʿor | pʿor | pʿor,dig | dig | dig | belly | belly | belly,2
*(s)k̑eNs-,Proto-Indo-European,,464 | 5451,ṣäṃṣtär,count,1
*g̑ʰes-,Proto-Indo-European,,411 | 7068,dorë | jeṙkʿ | jeṙkʿ | chéri | cheír | keššar / kiššer- / kišr- | tsar | ṣar | jeṙn | īššara/i- | dorë | zasta | hástaḥ | dasta | ðast | dast | dest | hattha | ke-* | dastä | cheír | dast | dast | šérin | chéri | šéri(n) | cher | hāt | hāth | hāth | hāth | hātha | hāth | athə | haát | dast | hāt | hāta | dist | ata | listo | dast | δasti | dast | das | dæs | das | das | das | hāt | hattʰ | dorë | δast | das | das | dạs | laas | hast | wos | host | dheest | l′ust | d′üšt | d′ušt | dost | d′ost | das | išaru̯ila/i-,hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | hand | right,2
pemë,Albanian: Gheg,,404 | 3855,pemë | pemë,fruit | tree,2
këmbë,Albanian,,402 | 5617,kâmë | këmbë | kamba | kâmë | këmbë,foot | foot | foot | leg | leg,2
*h₁ep-,Proto-Indo-European,,3060 | 3824,atar | atar | atar | jap | jap,tie | tie | tie | give | give,2
*seh₂(i̯)-,Proto-Indo-European,,3055 | 6353,(sa)siet | išḫai- / išḫi- | ḫišḫi(i̯a)- | sasīt | sāta,tie | tie | tie | tie | house,2
?*seh₂(i̯)-,Proto-Indo-European,,3055 | 6353,(sa)siet | išḫai- / išḫi- | ḫišḫi(i̯a)- | sasīt | sāta,tie | tie | tie | tie | house,2
*men-,Proto-Indo-European,,3036 | 6841,man- | maniyātai | mańiiete | mañäte | maniyeda | maníi | mänūg | matu,think | think | think | think | think | say | say | say,2
*grǫd-,Proto-Slavic,,2213 | 2998,grud' | grudi | grudi | grudzì | hruď | hruď | gradi | gr″d | hrudi | ɣrúdɪ | grъ̀ndi | gr′ènd′ḁ | gruby | hrubý | grëbi | gruby | ɣrúbωj,chest | chest | chest | chest | chest | chest | chest | chest | chest | chest | chest | chest | thick | thick | thick | thick | thick,2
*gʰreu̯(m)bʰ-,Proto-Indo-European,,2213 | 2998,grud' | grudi | grudi | grudzì | hruď | hruď | gradi | gr″d | hrudi | ɣrúdɪ | grъ̀ndi | gr′ènd′ḁ | gruby | hrubý | grëbi | gruby | ɣrúbωj,chest | chest | chest | chest | chest | chest | chest | chest | chest | chest | chest | chest | thick | thick | thick | thick | thick,2
*pomp-,Proto-Balto-Slavic,,2996 | 5145,"pampt | pǫp | pãpk | pępek | pupk | pupk | popek | pupík | pupok | pup | pup | pupok | papok | p″p | pupak | pępek, pąpek | pupek | pup | pùmp | pùmp | popek | popik | pǫpŭ",swell | navel | navel | navel | navel | navel | navel | navel | navel | navel | navel | navel | navel | navel | navel | navel | navel | navel | navel | navel | navel | navel | navel,2
?*spei̯d-,Proto-Indo-European,,2967 | 3004,épais | spès | épeu | espesso | espes,thick | thick | thick | thick | thick,1
*swisd-,Proto-Celtic,,978 | 2918,,,0
*sent-,Proto-Indo-European,,2910 | 8244,sentir | sinti | sentire | sentir | sentì | sentir | sentir | sentir | sentir | sentìi | sentire | sentir | sintî | sentér | sentì | sentir | séntìi,smell | smell | smell | smell | smell | smell | smell | smell | smell | smell | hear | hear | hear | hear | hear | hear | hear,2
*h₃lei̯g̑-,Proto-Indo-European,,2905 | 8340,lykäly | lykaśke | i likë,small | small | bad,2
*efino-,Proto-Celtic,,1068 | 2857,"effn | eün, ewn | eun",straight | straight | straight,1
ὀρθός / orthós,Greek: Ancient,,2852 | 6152,ortó | ortó,straight | straight,1
ḫaḫliu̯ant-,Hittite,,3313 | 3333,ḫaḫliu̯ant- | ḫaḫḫal(u)u̯ant(i)- | ḫaḫliu̯ant- | ḫaḫḫal(u)u̯ant(i)-,green | green | yellow | yellow,2
*(h₁)ner-,Proto-Indo-European,,3247 | 3315,naræg | naræg | nāzek | nārik | nertrak | nertru,narrow | narrow | narrow | narrow | left | left,2
k'ax,Ossetic,,3217 | 3236,k'ax | k'aχ | k'ax | k'aχ,foot | foot | leg | leg,2
k'aχ,Ossetic,,3217 | 3236,k'ax | k'aχ | k'ax | k'aχ,foot | foot | leg | leg,2
pilus,Latin,,3153 | 4862,pelo | pilos | pé | pelo | pilos | păr | per | pelearse,hair | hair | hair | hair | hair | hair | hair | fight,2
*u̯el-,Proto-Indo-European,,3141 | 8102,wal* | yel | avutà,worm | worm | turn,2
*seu̯k̑-,Proto-Indo-European,,2493 | 3122,asciutto | sut | asciutto | uscat | sut | uscát | sot | üšky′ö,dry | dry | dry | dry | dry | dry | dry | dry,1
*h₂eu̯s-,Proto-Indo-European,,3111 | 6202,aéras | aéras | a(g)éra | agéra | agéra,wind | wind | wind | wind | sky,2
*h₁u̯erH-,Proto-Indo-European,,3090 | 5924,eurýs | urú- | uru | wæræx | urux | uruvú | varah | war | gwar,wide | wide | wide | wide | wide | wide | chest | chest | chest,2
*per-,Proto-Indo-European,,3082 | 7745,"prati | prati | prati | parkil, parkel",wash | wash | wash | claw,2
*nei̯gʷ-,Proto-Indo-European,,3080 | 4498,nízō | nigh | nigh | nigid | -ni-qa* | niee | níptō | nigik | nik,wash | wash | wash | wash | wash | wash | wash | wash | good,2
?*greng̑ʰ-,Proto-Indo-European,,3067 | 9606,griezt | grīzt | kringlóttur | kringlóttr,turn | turn | round | round,2
*g̑erh₂-,Proto-Indo-European,,510 | 513,grua | gru(e) | grua,woman | woman | woman,1
(vēritātem),(Albanian),,455 | 489,drejtë | drejtë | diritu,straight | straight | straight,1
drejtë,Albanian,,455 | 489,drejtë | drejtë | diritu,straight | straight | straight,1
*bʰerH-,Proto-Indo-European,,388 | 480,bie | bie | bie | borë | borë | zbora,fall | fall | fall | snow | snow | snow,2
rri,Albanian,,471 | 485,rri | rri | rri | rri në këmbë | rri,sit | sit | stand | stand | stand,2
γαστήρ / gastḗr,Greek: Ancient,,4121 | 8369,gastḗr | gastḗr | grāmen | grama,belly | belly | grass | grass,2
*grā̆smen-,Proto-Italic,,4121 | 8369,gastḗr | gastḗr | grāmen | grama,belly | belly | grass | grass,2
*bend-,Proto-Indo-European,,4072 | 4368,beinn | banno-,mountain | horn,2
shkoj,Albanian,,3856 | 6408,shkoj,go,1
*bʰu̯eh₂-,Proto-Indo-European,,2497 | 3836,būmi | bhūmi | βūm | buum | bum | bim | b′üm | b′im | b′im | büm | b′um | bâb′ista | bab′imsta | bib′imsta,earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | snake | snake | snake,2
*raza-,Proto-Iranic,,3614 | 4622,ræzæ | razura | razūr | razūr,fruit | forest | forest | forest,2
baš,Kurdish N.: Bahdini,,3603 | 9115,baš | nebaš,good | bad,2
nebaš,Kurdish N.: Bahdini,,3603 | 9115,baš | nebaš,good | bad,2
*su̯eh₂d-,Proto-Indo-European,,3501 | 5109,xē | xwā | wād | xʷe | xwā | xwā | sweet | svādú- | söt | zoet | sætur | søtur | søt | sød | süss | zoet | syöt | söt | séiss | swāre | swār | sādu | swiet | süess | suuozi | swēte | süeze | swēte | suuôti | soete | sœtr | søt,salt | salt | salt | salt | salt | salt | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet,2
*bʰerg̑ʰ-,Proto-Indo-European,,3381 | 8707,pärkär | pärkare | varz | βǝrzi | bolænd | oogad | βažik | βažik,long | long | long | long | long | long | long | far,2
*h₂eg̑-,Proto-Indo-European,,636 | 3343,əsel | asel | asem,say | say | say,1
fryj,Albanian,,365 | 367,marr frymë | marr frymë,breathe | breathe,1
frymë,Albanian,,365 | 367,marr frymë | marr frymë,breathe | breathe,1
*wīda-,Proto-Germanic,,340 | 1442,wide | víður | wyd | víður | vid | vid | vidher | waiðum | wīd | víðr | uuīt | weit | wäit | wyt,wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | far | far | far,2
*k̑u̯ei̯t-,Proto-Indo-European,,338 | 1133,hvid | wit | white | hvítur | wit | wyt | weiß | hvítur | seto | hvit | vit | spi | śvetá- | wäiss | spaēta | wait | hviter | śśītä | ispēd | wyys | isbi | spētē | espe | spēt | esbid | spēr | išperu | spēdik | speen | ciṭṭā | uuīz | speyd | hwīt | wîz | hwīt | huuît | wit | hvítr | ƕeits | kvit | cvete | kvetka | květ | kwětk | kwětka | cveḱe | kwiat | cvet | cvijet | kvet | cvet | kvìtka | cvětŭ | kjot | kwiat | kwiat | květ | kv′ítka | cvet | zveit,white | white | white | white | white | white | white | white | white | white | white | white | white | white | white | white | white | white | white | white | white | white | white | white | white | white | white | white | white | white | white | white | white | white | white | white | white | white | white | white | flower | flower | flower | flower | flower | flower | flower | flower | flower | flower | flower | flower | flower | flower | flower | flower | flower | flower | flower | flower,2
*hlaupan-,Proto-Germanic,,332 | 6948,hlaupa | løpe | löpa | løbe | lopen | loufan | loufen | lopen | hlôpan | laufen | lafen,run | run | run | run | run | run | run | run | run | run | run,1
